order_id,order_date,productI_id,product_name,category,quantity,unit_price,cost_per_unit,discount,customer_type,payment_mode
ORD0309,1/18/2024,P002,Potato Chips,Snacks,5,40,20,14.32,Returning,Wallet
ORD0310,3/3/2024,P002,Potato Chips,Snacks,5,40,20,11,New,Cash
ORD0311,7/6/2024,P005,Coffee,Beverages,7,50,25,16.75,New,Cash
ORD0312,3/27/2024,P002,Potato Chips,Snacks,3,40,20,24.21,New,Wallet
ORD0313,3/9/2024,P005,Coffee,Beverages,1,50,25,18.29,Returning,Wallet
ORD0314,4/6/2024,P001,Cola Drink,Beverages,2,30,15,23.61,New,Card
ORD0315,5/18/2024,P001,Cola Drink,Beverages,7,30,15,4.88,New,Wallet
ORD0316,4/24/2024,P004,Chocolate Bar,Snacks,1,25,10,3.92,New,UPI
ORD0317,7/12/2024,P001,Cola Drink,Beverages,4,30,15,22.86,New,Wallet
ORD0318,12/23/2024,P004,Chocolate Bar,Snacks,8,25,10,8.91,New,UPI
ORD0319,8/19/2024,P003,Veg Sandwich,Meals,3,60,35,9.95,New,UPI
ORD0320,8/19/2024,P002,Potato Chips,Snacks,7,40,20,6.94,New,UPI
ORD0321,1/19/2024,P003,Veg Sandwich,Meals,1,60,35,15.31,New,Cash
ORD0322,4/15/2024,P003,Veg Sandwich,Meals,8,60,35,17.98,Returning,Cash
ORD0323,4/10/2024,P001,Cola Drink,Beverages,2,30,15,18.82,New,Cash
ORD0324,10/23/2024,P001,Cola Drink,Beverages,4,30,15,15.89,Returning,Wallet
ORD0325,8/16/2024,P005,Coffee,Beverages,1,50,25,24.68,New,Card
ORD0326,12/14/2024,P003,Veg Sandwich,Meals,2,60,35,3.11,Returning,Card
ORD0327,9/25/2024,P001,Cola Drink,Beverages,8,30,15,5.66,New,Card
ORD0328,5/25/2024,P002,Potato Chips,Snacks,5,40,20,6.24,Returning,Wallet
ORD0329,10/22/2024,P001,Cola Drink,Beverages,5,30,15,14.76,Returning,Wallet
ORD0330,7/9/2024,P005,Coffee,Beverages,5,50,25,3.65,Returning,Wallet
ORD0331,6/23/2024,P003,Veg Sandwich,Meals,1,60,35,23.46,New,Card
ORD0332,12/27/2024,P002,Potato Chips,Snacks,8,40,20,13.56,New,Wallet
ORD0333,7/23/2024,P005,Coffee,Beverages,1,50,25,17.52,Returning,Card
ORD0334,10/17/2024,P002,Potato Chips,Snacks,3,40,20,21.81,Returning,UPI
ORD0335,5/2/2024,P003,Veg Sandwich,Meals,7,60,35,24.61,New,Wallet
ORD0336,2/17/2024,P002,Potato Chips,Snacks,3,40,20,9.05,New,Wallet
ORD0337,9/8/2024,P003,Veg Sandwich,Meals,2,60,35,10.8,New,Cash
ORD0338,10/23/2024,P003,Veg Sandwich,Meals,5,60,35,6.07,Returning,UPI
ORD0339,1/19/2024,P002,Potato Chips,Snacks,5,40,20,20.97,New,UPI
ORD0340,3/25/2024,P004,Chocolate Bar,Snacks,5,25,10,10.37,New,Wallet
ORD0341,1/18/2024,P002,Potato Chips,Snacks,1,40,20,13.04,New,Card
ORD0342,3/13/2024,P002,Potato Chips,Snacks,2,40,20,2.08,Returning,Cash
ORD0343,2/9/2024,P002,Potato Chips,Snacks,7,40,20,20.21,Returning,Cash
ORD0344,6/20/2024,P003,Veg Sandwich,Meals,4,60,35,14.69,Returning,Card
ORD0345,10/5/2024,P005,Coffee,Beverages,8,50,25,12.33,New,Wallet
ORD0346,6/21/2024,P001,Cola Drink,Beverages,5,30,15,23.34,New,UPI
ORD0347,10/16/2024,P002,Potato Chips,Snacks,1,40,20,21.94,Returning,UPI
ORD0348,6/20/2024,P003,Veg Sandwich,Meals,5,60,35,3.92,Returning,Wallet
ORD0349,4/29/2024,P003,Veg Sandwich,Meals,8,60,35,2.67,New,Cash
ORD0350,7/13/2024,P001,Cola Drink,Beverages,8,30,15,8.98,New,UPI
ORD0351,7/2/2024,P005,Coffee,Beverages,8,50,25,23.81,Returning,Card
ORD0352,8/13/2024,P001,Cola Drink,Beverages,8,30,15,22.37,New,Wallet
ORD0353,11/15/2024,P004,Chocolate Bar,Snacks,7,25,10,22.06,New,Cash
ORD0354,5/31/2024,P004,Chocolate Bar,Snacks,1,25,10,10.5,Returning,Wallet
ORD0355,11/1/2024,P003,Veg Sandwich,Meals,2,60,35,20.03,New,UPI
ORD0356,3/18/2024,P005,Coffee,Beverages,1,50,25,17.04,New,UPI
ORD0357,6/15/2024,P004,Chocolate Bar,Snacks,2,25,10,7.03,Returning,Wallet
ORD0358,12/9/2024,P004,Chocolate Bar,Snacks,6,25,10,1.56,New,UPI
ORD0359,9/5/2024,P001,Cola Drink,Beverages,7,30,15,24.57,New,Wallet
ORD0360,8/17/2024,P004,Chocolate Bar,Snacks,5,25,10,14.67,Returning,Card
ORD0361,2/16/2024,P003,Veg Sandwich,Meals,7,60,35,11.14,New,UPI
ORD0362,4/3/2024,P002,Potato Chips,Snacks,5,40,20,18.68,New,UPI
ORD0363,5/25/2024,P002,Potato Chips,Snacks,7,40,20,11.85,New,Card
ORD0364,5/27/2024,P004,Chocolate Bar,Snacks,4,25,10,23.82,Returning,UPI
ORD0365,8/16/2024,P001,Cola Drink,Beverages,7,30,15,7.67,New,UPI
ORD0366,11/4/2024,P005,Coffee,Beverages,7,50,25,8.94,Returning,Cash
ORD0367,1/5/2024,P001,Cola Drink,Beverages,5,30,15,22.42,New,Card
ORD0368,1/10/2024,P005,Coffee,Beverages,1,50,25,0.29,New,Cash
ORD0369,7/26/2024,P004,Chocolate Bar,Snacks,7,25,10,16.83,New,Card
ORD0370,5/12/2024,P005,Coffee,Beverages,6,50,25,4.96,Returning,Wallet
ORD0371,7/6/2024,P002,Potato Chips,Snacks,1,40,20,12.69,Returning,UPI
ORD0372,10/28/2024,P001,Cola Drink,Beverages,5,30,15,7.22,New,Wallet
ORD0373,8/5/2024,P005,Coffee,Beverages,4,50,25,23.95,Returning,Cash
ORD0374,6/13/2024,P004,Chocolate Bar,Snacks,4,25,10,6.74,Returning,Wallet
ORD0375,5/14/2024,P004,Chocolate Bar,Snacks,5,25,10,1.01,New,UPI
ORD0376,6/16/2024,P002,Potato Chips,Snacks,5,40,20,2.18,New,Wallet
ORD0377,8/24/2024,P003,Veg Sandwich,Meals,3,60,35,13.25,Returning,Card
ORD0378,5/1/2024,P002,Potato Chips,Snacks,7,40,20,9.46,New,Cash
ORD0379,12/30/2024,P002,Potato Chips,Snacks,4,40,20,19.08,Returning,Wallet
ORD0380,10/23/2024,P002,Potato Chips,Snacks,6,40,20,8.89,New,UPI
ORD0381,4/1/2024,P005,Coffee,Beverages,5,50,25,20.79,New,UPI
ORD0382,3/23/2024,P003,Veg Sandwich,Meals,6,60,35,22.8,New,Wallet
ORD0383,10/31/2024,P004,Chocolate Bar,Snacks,4,25,10,9.69,New,Wallet
ORD0384,1/6/2024,P005,Coffee,Beverages,1,50,25,23.26,New,Wallet
ORD0385,5/4/2024,P005,Coffee,Beverages,8,50,25,5.88,Returning,Wallet
ORD0386,7/7/2024,P005,Coffee,Beverages,1,50,25,7.24,Returning,UPI
ORD0387,4/10/2024,P001,Cola Drink,Beverages,4,30,15,3.73,New,Card
ORD0388,5/20/2024,P002,Potato Chips,Snacks,8,40,20,13.46,New,UPI
ORD0389,8/8/2024,P002,Potato Chips,Snacks,5,40,20,23.54,Returning,Wallet
ORD0390,8/8/2024,P004,Chocolate Bar,Snacks,4,25,10,13.42,Returning,Wallet
ORD0391,2/5/2024,P002,Potato Chips,Snacks,1,40,20,1.37,Returning,Wallet
ORD0392,1/7/2024,P002,Potato Chips,Snacks,5,40,20,10.08,New,UPI
ORD0393,3/23/2024,P003,Veg Sandwich,Meals,4,60,35,20.06,New,Wallet
ORD0394,6/10/2024,P004,Chocolate Bar,Snacks,7,25,10,5.47,New,Cash
ORD0395,11/12/2024,P003,Veg Sandwich,Meals,3,60,35,1.75,New,Cash
ORD0396,12/28/2024,P002,Potato Chips,Snacks,7,40,20,1.83,Returning,Wallet
ORD0397,8/7/2024,P004,Chocolate Bar,Snacks,1,25,10,11.7,New,Wallet
ORD0398,10/23/2024,P003,Veg Sandwich,Meals,1,60,35,15.31,Returning,UPI
ORD0399,6/1/2024,P004,Chocolate Bar,Snacks,6,25,10,0.11,Returning,Cash
ORD0400,8/15/2024,P001,Cola Drink,Beverages,4,30,15,2.52,New,Card
ORD0401,12/10/2024,P004,Chocolate Bar,Snacks,6,25,10,16.77,New,Cash
ORD0402,2/14/2024,P002,Potato Chips,Snacks,5,40,20,11.62,Returning,Card
ORD0403,6/6/2024,P002,Potato Chips,Snacks,7,40,20,23.16,New,Cash
ORD0404,1/11/2024,P002,Potato Chips,Snacks,3,40,20,8.15,Returning,Wallet
ORD0405,5/15/2024,P002,Potato Chips,Snacks,2,40,20,11.64,Returning,Wallet
ORD0406,7/25/2024,P003,Veg Sandwich,Meals,8,60,35,3.98,New,Card
ORD0407,12/16/2024,P005,Coffee,Beverages,6,50,25,25,New,Cash
ORD0408,4/28/2024,P001,Cola Drink,Beverages,5,30,15,20.8,New,Wallet
ORD0409,12/29/2024,P001,Cola Drink,Beverages,5,30,15,24.01,Returning,UPI
ORD0410,11/30/2024,P002,Potato Chips,Snacks,3,40,20,1.28,Returning,Wallet
ORD0411,6/23/2024,P003,Veg Sandwich,Meals,6,60,35,3.24,New,Card
ORD0412,12/12/2024,P004,Chocolate Bar,Snacks,5,25,10,17.52,New,Card
ORD0413,12/23/2024,P005,Coffee,Beverages,8,50,25,5.88,New,Cash
ORD0414,4/17/2024,P005,Coffee,Beverages,7,50,25,18.96,Returning,UPI
ORD0415,4/11/2024,P002,Potato Chips,Snacks,4,40,20,1.38,Returning,Cash
ORD0416,9/26/2024,P003,Veg Sandwich,Meals,5,60,35,12.37,New,Wallet
ORD0417,2/18/2024,P004,Chocolate Bar,Snacks,7,25,10,3.58,Returning,UPI
ORD0418,3/20/2024,P003,Veg Sandwich,Meals,6,60,35,17.3,New,Card
ORD0419,8/25/2024,P001,Cola Drink,Beverages,7,30,15,10.31,Returning,Wallet
ORD0420,2/2/2024,P002,Potato Chips,Snacks,7,40,20,2.66,New,Wallet
ORD0421,9/14/2024,P002,Potato Chips,Snacks,2,40,20,19.96,New,Card
ORD0422,7/26/2024,P001,Cola Drink,Beverages,1,30,15,20.97,New,UPI
ORD0423,2/27/2024,P001,Cola Drink,Beverages,2,30,15,23.24,New,Card
ORD0424,10/3/2024,P005,Coffee,Beverages,5,50,25,20.66,New,Cash
ORD0425,5/29/2024,P002,Potato Chips,Snacks,3,40,20,14.73,New,Wallet
ORD0426,12/10/2024,P002,Potato Chips,Snacks,8,40,20,12.48,Returning,Card
ORD0427,8/2/2024,P004,Chocolate Bar,Snacks,4,25,10,14.09,Returning,Wallet
ORD0428,6/4/2024,P001,Cola Drink,Beverages,5,30,15,8.47,New,Cash
ORD0429,2/5/2024,P005,Coffee,Beverages,7,50,25,5.95,Returning,Card
ORD0430,12/28/2024,P002,Potato Chips,Snacks,1,40,20,2.5,Returning,Card
ORD0431,9/27/2024,P005,Coffee,Beverages,2,50,25,7.54,Returning,Card
ORD0432,12/3/2024,P005,Coffee,Beverages,4,50,25,18.23,New,Card
ORD0433,11/8/2024,P001,Cola Drink,Beverages,1,30,15,1.27,Returning,Cash
ORD0434,12/12/2024,P002,Potato Chips,Snacks,3,40,20,3.02,Returning,Wallet
ORD0435,4/9/2024,P003,Veg Sandwich,Meals,3,60,35,11.65,New,UPI
ORD0436,5/2/2024,P002,Potato Chips,Snacks,8,40,20,3.31,Returning,Wallet
ORD0437,6/29/2024,P002,Potato Chips,Snacks,5,40,20,7.72,Returning,Card
ORD0438,1/5/2024,P001,Cola Drink,Beverages,1,30,15,17.51,Returning,UPI
ORD0439,9/22/2024,P005,Coffee,Beverages,7,50,25,11.45,New,Wallet
ORD0440,2/13/2024,P004,Chocolate Bar,Snacks,1,25,10,14.05,New,Cash
ORD0441,8/15/2024,P005,Coffee,Beverages,8,50,25,4.78,Returning,Cash
ORD0442,4/25/2024,P001,Cola Drink,Beverages,1,30,15,8.4,New,Cash
ORD0443,1/9/2024,P004,Chocolate Bar,Snacks,1,25,10,12.12,New,Wallet
ORD0444,12/17/2024,P004,Chocolate Bar,Snacks,5,25,10,7.05,Returning,Card
ORD0445,5/27/2024,P004,Chocolate Bar,Snacks,1,25,10,20.51,New,Cash
ORD0446,9/25/2024,P005,Coffee,Beverages,7,50,25,18.76,New,Wallet
ORD0447,3/18/2024,P002,Potato Chips,Snacks,1,40,20,15.22,Returning,UPI
ORD0448,6/19/2024,P004,Chocolate Bar,Snacks,7,25,10,5.88,New,Wallet
ORD0449,8/4/2024,P004,Chocolate Bar,Snacks,2,25,10,22.24,Returning,UPI
ORD0450,7/11/2024,P004,Chocolate Bar,Snacks,4,25,10,13.99,Returning,Cash
ORD0451,9/14/2024,P004,Chocolate Bar,Snacks,7,25,10,4.85,Returning,UPI
ORD0452,2/2/2024,P004,Chocolate Bar,Snacks,3,25,10,19.92,Returning,Wallet
ORD0453,8/31/2024,P001,Cola Drink,Beverages,4,30,15,11.26,New,Wallet
ORD0454,5/29/2024,P003,Veg Sandwich,Meals,8,60,35,20.76,Returning,Card
ORD0455,10/30/2024,P001,Cola Drink,Beverages,3,30,15,13.86,New,Wallet
ORD0456,9/30/2024,P005,Coffee,Beverages,8,50,25,18.37,Returning,Wallet
ORD0457,12/1/2024,P003,Veg Sandwich,Meals,2,60,35,17.55,New,Card
ORD0458,9/20/2024,P005,Coffee,Beverages,6,50,25,9.1,New,Card
ORD0459,2/21/2024,P002,Potato Chips,Snacks,6,40,20,12.59,New,Wallet
ORD0460,10/23/2024,P001,Cola Drink,Beverages,6,30,15,8.91,Returning,Wallet
ORD0461,1/22/2024,P004,Chocolate Bar,Snacks,4,25,10,3.81,Returning,Wallet
ORD0462,6/30/2024,P004,Chocolate Bar,Snacks,3,25,10,12.28,New,Wallet
ORD0463,7/11/2024,P004,Chocolate Bar,Snacks,8,25,10,7.75,New,Wallet
ORD0464,1/28/2024,P001,Cola Drink,Beverages,7,30,15,2.08,New,Wallet
ORD0465,8/31/2024,P004,Chocolate Bar,Snacks,3,25,10,5.62,New,Cash
ORD0466,2/26/2024,P002,Potato Chips,Snacks,8,40,20,21.36,New,Cash
ORD0467,8/16/2024,P005,Coffee,Beverages,4,50,25,12.76,New,Card
ORD0468,7/31/2024,P003,Veg Sandwich,Meals,2,60,35,22.03,Returning,UPI
ORD0469,9/1/2024,P005,Coffee,Beverages,3,50,25,1.84,New,Cash
ORD0470,10/16/2024,P004,Chocolate Bar,Snacks,4,25,10,21.6,New,Card
ORD0471,1/22/2024,P002,Potato Chips,Snacks,7,40,20,19.55,New,Card
ORD0472,7/9/2024,P002,Potato Chips,Snacks,3,40,20,11.97,Returning,UPI
ORD0473,12/23/2024,P003,Veg Sandwich,Meals,5,60,35,11.32,New,Wallet
ORD0474,6/4/2024,P003,Veg Sandwich,Meals,1,60,35,14.39,New,Wallet
ORD0475,11/28/2024,P002,Potato Chips,Snacks,6,40,20,13.5,Returning,UPI
ORD0476,2/19/2024,P002,Potato Chips,Snacks,5,40,20,20.39,New,Wallet
ORD0477,10/16/2024,P001,Cola Drink,Beverages,7,30,15,22.59,Returning,Cash
ORD0478,12/16/2024,P003,Veg Sandwich,Meals,6,60,35,21.89,New,UPI
ORD0479,8/30/2024,P002,Potato Chips,Snacks,1,40,20,5.79,New,Wallet
ORD0480,11/11/2024,P003,Veg Sandwich,Meals,3,60,35,21.67,New,Wallet
ORD0481,10/13/2024,P005,Coffee,Beverages,3,50,25,17.53,Returning,Card
ORD0482,3/3/2024,P001,Cola Drink,Beverages,8,30,15,23.46,Returning,UPI
ORD0483,12/8/2024,P005,Coffee,Beverages,7,50,25,5.98,Returning,Wallet
ORD0484,8/30/2024,P004,Chocolate Bar,Snacks,2,25,10,16.5,Returning,UPI
ORD0485,8/29/2024,P004,Chocolate Bar,Snacks,4,25,10,6.29,Returning,Card
ORD0486,5/28/2024,P005,Coffee,Beverages,5,50,25,12.8,Returning,Card
ORD0487,5/18/2024,P004,Chocolate Bar,Snacks,5,25,10,4.61,New,Card
ORD0488,3/13/2024,P001,Cola Drink,Beverages,6,30,15,22.41,Returning,UPI
ORD0489,12/23/2024,P002,Potato Chips,Snacks,1,40,20,8.23,New,Card
ORD0490,3/23/2024,P005,Coffee,Beverages,3,50,25,16.82,Returning,Cash
ORD0491,11/16/2024,P002,Potato Chips,Snacks,8,40,20,6.62,New,Card
ORD0492,11/9/2024,P001,Cola Drink,Beverages,7,30,15,5.75,New,Card
ORD0493,4/6/2024,P002,Potato Chips,Snacks,8,40,20,4.81,Returning,Cash
ORD0494,7/15/2024,P001,Cola Drink,Beverages,1,30,15,16.69,Returning,Wallet
ORD0495,1/27/2024,P004,Chocolate Bar,Snacks,2,25,10,0.58,Returning,Wallet
ORD0496,1/26/2024,P001,Cola Drink,Beverages,2,30,15,21.89,New,UPI
ORD0497,1/24/2024,P004,Chocolate Bar,Snacks,7,25,10,15.68,Returning,Cash
ORD0498,6/12/2024,P001,Cola Drink,Beverages,3,30,15,15.32,New,UPI
ORD0499,4/10/2024,P005,Coffee,Beverages,2,50,25,12.43,New,Cash
ORD0500,11/5/2024,P004,Chocolate Bar,Snacks,7,25,10,10.06,New,Wallet
ORD0501,8/12/2024,P002,Potato Chips,Snacks,4,40,20,2.56,New,Card
ORD0502,8/17/2024,P001,Cola Drink,Beverages,6,30,15,5.43,Returning,Card
ORD0503,12/7/2024,P005,Coffee,Beverages,4,50,25,6.46,New,Wallet
ORD0504,5/30/2024,P002,Potato Chips,Snacks,4,40,20,10.77,New,Wallet
ORD0505,2/5/2024,P003,Veg Sandwich,Meals,1,60,35,18.38,New,Card
ORD0506,2/13/2024,P005,Coffee,Beverages,6,50,25,0.99,New,Cash
ORD0507,3/12/2024,P002,Potato Chips,Snacks,3,40,20,3.18,Returning,Cash
ORD0508,12/8/2024,P004,Chocolate Bar,Snacks,2,25,10,4.26,Returning,Card
ORD0509,10/29/2024,P003,Veg Sandwich,Meals,8,60,35,4.67,Returning,Cash
ORD0510,1/1/2024,P004,Chocolate Bar,Snacks,7,25,10,6.66,New,UPI
ORD0511,1/5/2024,P004,Chocolate Bar,Snacks,1,25,10,22.71,New,Cash
ORD0512,11/9/2024,P001,Cola Drink,Beverages,8,30,15,7.06,New,UPI
ORD0513,11/8/2024,P001,Cola Drink,Beverages,6,30,15,2.15,New,UPI
ORD0514,5/9/2024,P002,Potato Chips,Snacks,2,40,20,14.01,New,UPI
ORD0515,1/15/2024,P001,Cola Drink,Beverages,6,30,15,4.23,Returning,Card
ORD0516,2/8/2024,P004,Chocolate Bar,Snacks,1,25,10,20.85,New,Card
ORD0517,11/3/2024,P005,Coffee,Beverages,6,50,25,14.25,Returning,Cash
ORD0518,8/18/2024,P004,Chocolate Bar,Snacks,5,25,10,6.15,Returning,UPI
ORD0519,8/15/2024,P005,Coffee,Beverages,8,50,25,1.04,Returning,Wallet
ORD0520,10/6/2024,P003,Veg Sandwich,Meals,7,60,35,3.83,Returning,UPI
ORD0521,1/12/2024,P002,Potato Chips,Snacks,6,40,20,23.95,Returning,UPI
ORD0522,6/19/2024,P005,Coffee,Beverages,6,50,25,9.02,Returning,Cash
ORD0523,4/12/2024,P005,Coffee,Beverages,7,50,25,8.98,Returning,Cash
ORD0524,7/5/2024,P001,Cola Drink,Beverages,4,30,15,23.64,New,Card
ORD0525,9/30/2024,P002,Potato Chips,Snacks,1,40,20,6.15,New,Cash
ORD0526,5/10/2024,P003,Veg Sandwich,Meals,7,60,35,4.21,New,Cash
ORD0527,9/11/2024,P004,Chocolate Bar,Snacks,5,25,10,14.39,Returning,Wallet
ORD0528,8/1/2024,P004,Chocolate Bar,Snacks,7,25,10,23.91,Returning,UPI
ORD0529,2/2/2024,P001,Cola Drink,Beverages,7,30,15,3.18,New,Card
ORD0530,10/17/2024,P005,Coffee,Beverages,5,50,25,11.62,Returning,Cash
ORD0531,5/20/2024,P004,Chocolate Bar,Snacks,7,25,10,0.06,Returning,Cash
ORD0532,8/20/2024,P004,Chocolate Bar,Snacks,3,25,10,24.64,Returning,Cash
ORD0533,8/27/2024,P004,Chocolate Bar,Snacks,2,25,10,6.51,Returning,UPI
ORD0534,5/28/2024,P002,Potato Chips,Snacks,5,40,20,21.76,New,Card
ORD0535,3/7/2024,P004,Chocolate Bar,Snacks,6,25,10,8.59,Returning,Cash
ORD0536,11/3/2024,P001,Cola Drink,Beverages,3,30,15,0.4,New,Card
ORD0537,8/20/2024,P001,Cola Drink,Beverages,5,30,15,21.36,New,Card
ORD0538,7/21/2024,P005,Coffee,Beverages,4,50,25,10.79,New,Cash
ORD0539,11/11/2024,P001,Cola Drink,Beverages,4,30,15,11.21,Returning,Wallet
ORD0540,9/3/2024,P002,Potato Chips,Snacks,6,40,20,9.92,Returning,Card
ORD0541,5/29/2024,P002,Potato Chips,Snacks,4,40,20,16.27,Returning,Cash
ORD0542,10/31/2024,P003,Veg Sandwich,Meals,7,60,35,23.95,New,Card
ORD0543,11/6/2024,P003,Veg Sandwich,Meals,8,60,35,2.02,New,UPI
ORD0544,7/29/2024,P005,Coffee,Beverages,5,50,25,9.54,New,Wallet
ORD0545,6/2/2024,P002,Potato Chips,Snacks,5,40,20,2.01,New,Cash
ORD0546,3/24/2024,P001,Cola Drink,Beverages,1,30,15,2.79,New,UPI
ORD0547,1/22/2024,P004,Chocolate Bar,Snacks,4,25,10,9.89,New,Wallet
ORD0548,1/28/2024,P005,Coffee,Beverages,5,50,25,11.89,Returning,Cash
ORD0549,9/1/2024,P002,Potato Chips,Snacks,2,40,20,3.09,Returning,Cash
ORD0550,4/9/2024,P003,Veg Sandwich,Meals,1,60,35,24.2,New,Card
ORD0551,9/16/2024,P003,Veg Sandwich,Meals,1,60,35,17.4,Returning,UPI
ORD0552,12/16/2024,P004,Chocolate Bar,Snacks,6,25,10,14.18,New,Wallet
ORD0553,6/12/2024,P002,Potato Chips,Snacks,2,40,20,8.42,New,Wallet
ORD0554,4/19/2024,P001,Cola Drink,Beverages,2,30,15,5.91,Returning,UPI
ORD0555,12/6/2024,P004,Chocolate Bar,Snacks,6,25,10,3.7,New,UPI
ORD0556,11/5/2024,P005,Coffee,Beverages,7,50,25,24.37,New,Card
ORD0557,6/4/2024,P001,Cola Drink,Beverages,3,30,15,15.28,New,Wallet
ORD0558,10/7/2024,P004,Chocolate Bar,Snacks,2,25,10,9.3,Returning,Card
ORD0559,10/23/2024,P005,Coffee,Beverages,3,50,25,4.5,New,Wallet
ORD0560,5/14/2024,P002,Potato Chips,Snacks,8,40,20,24.7,Returning,UPI
ORD0561,8/7/2024,P003,Veg Sandwich,Meals,1,60,35,17.93,Returning,Wallet
ORD0562,10/9/2024,P004,Chocolate Bar,Snacks,2,25,10,5.07,Returning,UPI
ORD0563,10/16/2024,P004,Chocolate Bar,Snacks,1,25,10,21.03,New,UPI
ORD0564,5/16/2024,P003,Veg Sandwich,Meals,1,60,35,10.18,Returning,Wallet
ORD0565,4/17/2024,P004,Chocolate Bar,Snacks,6,25,10,1.04,Returning,UPI
ORD0566,3/25/2024,P005,Coffee,Beverages,2,50,25,16.02,Returning,Card
ORD0567,7/25/2024,P001,Cola Drink,Beverages,2,30,15,22.03,Returning,UPI
ORD0568,12/9/2024,P003,Veg Sandwich,Meals,3,60,35,23.43,Returning,Wallet
ORD0569,4/7/2024,P004,Chocolate Bar,Snacks,8,25,10,18.82,New,Card
ORD0570,3/12/2024,P004,Chocolate Bar,Snacks,5,25,10,8.62,New,Wallet
ORD0571,3/22/2024,P003,Veg Sandwich,Meals,6,60,35,11.19,Returning,UPI
ORD0572,1/24/2024,P004,Chocolate Bar,Snacks,5,25,10,8.02,Returning,Cash
ORD0573,10/7/2024,P001,Cola Drink,Beverages,1,30,15,23.6,New,Cash
ORD0574,6/20/2024,P004,Chocolate Bar,Snacks,6,25,10,22.96,Returning,Cash
ORD0575,5/15/2024,P005,Coffee,Beverages,6,50,25,14.23,New,Wallet
ORD0576,7/16/2024,P003,Veg Sandwich,Meals,2,60,35,6.96,Returning,UPI
ORD0577,5/5/2024,P002,Potato Chips,Snacks,1,40,20,0.95,Returning,Cash
ORD0578,10/5/2024,P001,Cola Drink,Beverages,1,30,15,23.5,Returning,Wallet
ORD0579,6/22/2024,P004,Chocolate Bar,Snacks,3,25,10,23.68,New,Cash
ORD0580,11/23/2024,P003,Veg Sandwich,Meals,2,60,35,24.69,Returning,Card
ORD0581,9/9/2024,P002,Potato Chips,Snacks,8,40,20,3.92,New,UPI
ORD0582,1/24/2024,P003,Veg Sandwich,Meals,8,60,35,21.72,New,Card
ORD0583,12/3/2024,P004,Chocolate Bar,Snacks,7,25,10,9.28,New,Wallet
ORD0584,10/30/2024,P002,Potato Chips,Snacks,4,40,20,10.09,New,UPI
ORD0585,2/29/2024,P004,Chocolate Bar,Snacks,3,25,10,1.52,New,Wallet
ORD0586,5/28/2024,P003,Veg Sandwich,Meals,5,60,35,14.53,Returning,Card
ORD0587,4/19/2024,P004,Chocolate Bar,Snacks,2,25,10,23.49,New,Wallet
ORD0588,10/4/2024,P003,Veg Sandwich,Meals,3,60,35,16.37,New,Wallet
ORD0589,3/23/2024,P001,Cola Drink,Beverages,1,30,15,3.11,Returning,UPI
ORD0590,4/20/2024,P002,Potato Chips,Snacks,2,40,20,12.67,New,Cash
ORD0591,2/27/2024,P002,Potato Chips,Snacks,2,40,20,1.64,New,Wallet
ORD0592,12/20/2024,P002,Potato Chips,Snacks,3,40,20,24.06,New,Cash
ORD0593,9/6/2024,P003,Veg Sandwich,Meals,6,60,35,18.56,Returning,Wallet
ORD0594,3/1/2024,P002,Potato Chips,Snacks,4,40,20,11.65,Returning,Cash
ORD0595,8/9/2024,P002,Potato Chips,Snacks,1,40,20,0.88,Returning,Wallet
ORD0596,4/18/2024,P003,Veg Sandwich,Meals,5,60,35,18.38,Returning,Cash
ORD0597,5/7/2024,P001,Cola Drink,Beverages,4,30,15,9.21,New,Wallet
ORD0598,10/23/2024,P003,Veg Sandwich,Meals,2,60,35,14.62,New,UPI
ORD0599,11/22/2024,P005,Coffee,Beverages,1,50,25,2.67,Returning,Card
ORD0600,10/31/2024,P005,Coffee,Beverages,6,50,25,2.42,New,UPI
ORD0601,8/18/2024,P001,Cola Drink,Beverages,3,30,15,24.47,New,UPI
ORD0602,2/2/2024,P001,Cola Drink,Beverages,5,30,15,17.65,New,Wallet
ORD0603,2/10/2024,P001,Cola Drink,Beverages,1,30,15,19.1,New,Cash
ORD0604,4/16/2024,P005,Coffee,Beverages,2,50,25,16.33,New,Card
ORD0605,7/10/2024,P002,Potato Chips,Snacks,3,40,20,22.22,Returning,Card
ORD0606,12/1/2024,P002,Potato Chips,Snacks,4,40,20,20.3,New,Cash
ORD0607,7/4/2024,P002,Potato Chips,Snacks,5,40,20,11.23,Returning,Card
ORD0608,7/16/2024,P001,Cola Drink,Beverages,5,30,15,5.98,Returning,UPI
ORD0609,6/28/2024,P004,Chocolate Bar,Snacks,6,25,10,14.03,New,Card
ORD0610,8/17/2024,P002,Potato Chips,Snacks,3,40,20,1.64,Returning,Wallet
ORD0611,7/22/2024,P002,Potato Chips,Snacks,5,40,20,8.65,New,Cash
ORD0612,8/10/2024,P004,Chocolate Bar,Snacks,6,25,10,16.67,Returning,Wallet
ORD0613,5/5/2024,P003,Veg Sandwich,Meals,5,60,35,16.02,Returning,Wallet
ORD0614,11/8/2024,P003,Veg Sandwich,Meals,6,60,35,10.08,New,Wallet
ORD0615,8/31/2024,P001,Cola Drink,Beverages,8,30,15,23.68,New,UPI
ORD0616,7/22/2024,P005,Coffee,Beverages,1,50,25,16.94,Returning,Wallet
